ma_id,qa_id,entity_type,entity_code,entity_name,field,current_value,proposed_value,evidence_source,evidence_note,confidence,match_method,status,source_row_ref
MA-060,"QA-177(US)",restaurant,,Masa,new_row:michelin_stars,"(not in catalogue)","2","MA-060's own note (""Masa was demoted from three to two stars in November 2025''); supabase/data/venues_to_check.csv row W031 lists Masa at ""2 stars''","Consistent with the project's own already-established fact; repeated here so the new row can be created with a complete field set.",high,code_plus_country,proposed,supabase/data/restaurants_master.csv (new row)
MA-060,"QA-177(US)",restaurant,,Masa,new_row:google_place_id,"(not in catalogue)","unable to verify – must be distinguished from Bar Masa's Place ID at the same address","n/a – no Google Places API access","Masa and Bar Masa share a building and floor, so a name-only or address-only web search cannot reliably separate their two Google Place IDs. This requires an actual Places lookup (e.g. searching ""Masa'' inside Google Maps and confirming it is not the informal Bar Masa listing) that this workspace cannot safely perform without risking picking the wrong one.",low,name_proposed_unconfirmed,unresolved,supabase/data/restaurants_master.csv (new row)
MA-062,QA-180,restaurant,rest_0450,Cristal Room by Anne-Sophie Pic,located_in_hotel / property_name,"located_in_hotel=False, property_name=(blank)","no change – already correctly resolved","supabase/data/manual_actions_required.csv row MA-062 (""Two of three resolved 28 Jul 2026: MICHELIN cards place Cristal Room and L'Atelier de Joel Robuchon inside The Landmark, an office and retail complex, so located_in_hotel was set to false''); current restaurants_master.csv row confirms located_in_hotel=False, property_name blank","Cross-referenced only, per instructions – no further action needed. Included so this file has full coverage of MA-062's three restaurants.",high,code_exact,rejected,supabase/data/restaurants_master.csv row restaurant_code=rest_0450 (no column change)
MA-062,QA-180,restaurant,rest_0452,L'Atelier de Joël Robuchon,located_in_hotel / property_name,"located_in_hotel=False, property_name=(blank)","no change – already correctly resolved","Same MA-062 note as rest_0450 above; current restaurants_master.csv row confirms located_in_hotel=False, property_name blank","Cross-referenced only. Note this is a separate question from the address/google_place_id issue raised under MA-046 above for the same row.",high,code_exact,rejected,supabase/data/restaurants_master.csv row restaurant_code=rest_0452 (no column change)
MA-062,QA-180,restaurant,rest_0766,Jean-Georges,property_name,"(blank)","Trump International Hotel and Tower","en.wikipedia.org/wiki/Jean-Georges_(restaurant) (""French chef Jean-Georges Vongerichten was hired to operate Jean-Georges, a ground-story restaurant at the Trump International Hotel and Tower''); restaurant's own stated address (1 Central Park West) matches the hotel tower's address exactly","Jean-Georges has occupied the ground floor of Trump International Hotel and Tower since 1997 per Wikipedia. Trump International Hotel and Tower (NYC) does not appear to hold a MICHELIN Key and is not a candidate for a new hotels_master row under the project's own hotel-scope rule (QA-180) – property_name should be stored as contextual metadata only, exactly like the 31 other restaurants already backfilled this way, with located_in_hotel remaining true and no hotel_master row or hotel_restaurant_links row created.",high,code_exact,proposed,supabase/data/restaurants_master.csv row restaurant_code=rest_0766 (property_name column)
MA-071,QA-180,hotel,,Widder Hotel,new_row:address,"(not in catalogue)","Widdergasse 6, 8001 Zürich, Switzerland","lhw.com/hotel/Widder-Hotel-Zurich-Switzerland (The Leading Hotels of the World, official partner listing); widderhotel.com/en (official hotel site); zuerich.com/en/visit/place/widder-hotel","This is the identical address already stored on supabase/data/restaurants_master.csv row restaurant_code=rest_0264 (Widder Restaurant, ""Widdergasse 6, 8001 Zürich''), consistent with MA-071's expectation that Widder Hotel links to that existing restaurant row.",high,code_plus_country,proposed,supabase/data/hotels_master.csv (new row – no hotel_code assigned yet)
MA-071,QA-180,hotel,,Widder Hotel,new_row:michelin_keys,"(not in catalogue)","2","supabase/data/venues_to_check.csv row W001 (""Two Keys confirmed - place data outstanding (MA-071)'')","Key count already established by the project's own prior research from MICHELIN hotel detail pages (28 Jul 2026).",high,code_plus_country,proposed,supabase/data/hotels_master.csv (new row)
MA-071,QA-180,hotel,,Widder Hotel,new_row:latitude+longitude+google_place_id,"(not in catalogue)","unable to verify","n/a – no Google Places API access","Left unresolved rather than guessed. NOTE for the human reviewer: rest_0264 Widder Restaurant, already in the catalogue at the identical address, stores latitude=47.372274, longitude=8.53989, google_place_id=ChIJcX3oLwcKkEcR4jedn_ymCtE. Since it is the same small historic building (nine combined townhouses), these values are a plausible candidate for the hotel too, but this workspace is not treating that as confirmed – it must be checked against an actual Places lookup before reuse, not assumed from the restaurant's row.",low,name_proposed_unconfirmed,unresolved,supabase/data/hotels_master.csv (new row)
MA-071,QA-180,link,,Widder Hotel -> rest_0264 Widder Restaurant,new_link_row,"(no link exists – rest_0264 currently has no hotel link)","hotel_restaurant_links row: hotel_code=<new Widder Hotel code>, restaurant_code=rest_0264, evidence=identical street address (Widdergasse 6, 8001 Zürich) on both rows","lhw.com and widderhotel.com confirm the hotel's address; supabase/data/restaurants_master.csv row rest_0264 confirms the restaurant's address is character-for-character identical","Straightforward exact-address link once the new hotel row exists; blocked only on the hotel row being created first (it has no hotel_code yet).",high,code_plus_country,proposed,"supabase/data/hotel_restaurant_links.csv (new row, pending new hotel_code)"
MA-071,QA-180,hotel,,The Dolder Grand,new_row:address,"(not in catalogue)","Kurhausstrasse 65, 8032 Zürich, Switzerland","fivestaralliance.com/luxury-hotels/zurich/the-dolder-grand; conferencehotelgroup.com/hotels/261/The-Dolder-Grand; zuerich.com/en/accommodation/the-dolder-grand","Multiple independent travel-industry sources agree on this address.",medium,code_plus_country,proposed,supabase/data/hotels_master.csv (new row – no hotel_code assigned yet)
MA-071,QA-180,hotel,,The Dolder Grand,new_row:michelin_keys,"(not in catalogue)","2","supabase/data/venues_to_check.csv row W002 (""Two Keys confirmed - place data outstanding (MA-071)'')","Key count already established by the project's own prior research.",high,code_plus_country,proposed,supabase/data/hotels_master.csv (new row)
MA-071,QA-180,hotel,,The Dolder Grand,new_row:latitude+longitude+google_place_id,"(not in catalogue)","unable to verify","n/a – no Google Places API access","Left unresolved rather than guessed.",low,name_proposed_unconfirmed,unresolved,supabase/data/hotels_master.csv (new row)
MA-066,QA-175,restaurant,,Verve by Sven,new_row:address,"(not in catalogue)","unable to verify with confidence – two conflicting house numbers found on the same street","oadguides.com/restaurant/verve-by-sven gives ""Bernhard-Simonstrasse 14, 7310 Bad Ragaz'' (matching the address already used for sibling resort restaurants Memories/rest_0234 and IGNIV/rest_0243); a ViaMichelin listing snippet instead gives ""Bernhard-Simon-Strasse 2, Bad Ragaz, 7310''","Leaning toward Bernhard-Simonstrasse 14 as more likely correct, since it matches the address pattern already verified and imported for the two other resort restaurants at hotel_49 (both confirmed at ""Bernhard-Simonstrasse 14'' via the resort's own CUISINE operator page per link_0031/link_0032), while the ViaMichelin ""2'' appears to be an outlier from a lower-quality aggregated listing. Not asserted as fact given the direct conflict – left unresolved per the no-guessing rule rather than picking one number.",low,name_proposed_unconfirmed,unresolved,supabase/data/restaurants_master.csv (new row – no restaurant_code assigned yet)
MA-066,QA-175,restaurant,,Verve by Sven,new_row:latitude+longitude+google_place_id,"(not in catalogue)","unable to verify","n/a – no Google Places API access","Left unresolved. NOTE: rest_0234 Memories and rest_0243 IGNIV both sit at the same street address (Bernhard-Simonstrasse 14) yet store two DIFFERENT coordinate pairs and Place IDs roughly 150 m apart, confirming the resort restaurant building(s) legitimately have distinct Places despite a shared street address – so neither existing sibling's coordinates can be safely reused for Verve by Sven without an independent lookup.",low,name_proposed_unconfirmed,unresolved,supabase/data/restaurants_master.csv (new row)
MA-066,QA-175,link,,Grand Resort Bad Ragaz -> Verve by Sven,new_link_row,"(hotel_49 currently has 2 linked restaurants: rest_0234 Memories, rest_0243 IGNIV)","hotel_restaurant_links row: hotel_code=hotel_49, restaurant_code=<new Verve by Sven code>","supabase/data/hotel_restaurant_links.csv rows link_0031/link_0032 (existing pattern for this resort); MA-066 and QA-175 both state the resort hosts three starred restaurants, not two","Blocked on the new restaurant row/code being created first; the link itself (once the code exists) is high confidence given the resort's well-documented CUISINE operator page already used to justify the other two links.",medium,code_plus_country,proposed,"supabase/data/hotel_restaurant_links.csv (new row, pending new restaurant_code)"
MA-064,QA-054,restaurant,rest_0158,La Paix,operating_status,"quarantined; MICHELIN card (28 Jul 2026) reads ""TEMPORARILY CLOSED''","NEW FINDING: as of this research (early Aug 2026) La Paix is OPEN and taking reservations at its original Anderlecht address; the move to Corinthia Grand Hotel Astoria Brussels is confirmed scheduled to begin 15 September 2026, not yet happened","lapaix.eu (official restaurant site): ""La Paix déménage à partir du 15 septembre 2026. Adresse : Corinthia Hotel Astoria – Brussels, Rue Royale 103, 1000 Bruxelles''; the site states reservations remain open through its current booking system during the transition; press coverage corroborates (La Libre, L'Echo, Brussels Times headlines: ""Le restaurant La Paix quitte Anderlecht pour rejoindre le Corinthia'', move ""effective September 15, 2026'')","This resolves the apparent contradiction between MICHELIN's ""TEMPORARILY CLOSED'' card and the restaurant's own site (which frames itself as currently open, just relocating on a specific future date). Recommend importing rest_0158 now at its CURRENT Anderlecht identity (open, not yet moved), not the future Corinthia identity, and revisiting after 15 Sep 2026.",high,code_exact,proposed,supabase/data/restaurants_pending_manual_review.csv row restaurant_code=rest_0158
MA-064,QA-054,restaurant,rest_0158,La Paix,address,"Rue Royale 103, 1000 Bruxelles (confirmed wrong – this is the FUTURE Corinthia address, not La Paix's current location)","Rue Ropsy-Chaudron 49, 1070 Bruxelles","lapaix.eu (official site, states current address as ""Rue Ropsy-Chaudron 49, 1070 Bruxelles''); matches the street name already cited in MA-064/QA-054's own notes","Confirms the project's own hypothesis at high confidence using a primary source (the restaurant's own website) that was not previously cited in the MA/QA notes. The currently stored address/coordinates (50.851154, 4.365088) essentially duplicate hotel_153 Corinthia Grand Hotel Astoria Brussels's stored coordinates (50.851163, 4.365092, a few metres apart) – corroborating the project's existing theory that the quarantined row holds the FUTURE location, not today's.",high,code_exact,proposed,supabase/data/restaurants_pending_manual_review.csv row restaurant_code=rest_0158 (address column)
MA-064,QA-054,restaurant,rest_0158,La Paix,latitude+longitude+google_place_id,"lat=50.851154, lng=4.365088, google_place_id=ChIJlzUt9QvEw0cRXylic5nyuTc (all three confirmed wrong – these belong to the future Corinthia site/a third record, not the current Anderlecht venue)","unable to verify","n/a – no Google Places API access; Google Maps consent-wall blocked automated lookup in this session","Could not obtain verified coordinates or a Place ID for Rue Ropsy-Chaudron 49, 1070 Bruxelles via WebSearch/WebFetch. Left unresolved rather than guessed – do not import rest_0158 with any coordinate/Place ID until a human confirms these directly in Google Maps. If La Paix is instead imported after its 15-Sep-2026 move, a FRESH Place ID lookup for the restaurant's own listing at the Corinthia address will be needed (do not simply reuse hotel_153's Place ID, which identifies the hotel itself, not a restaurant tenant within it) – see hotel_restaurant_links row proposal below for the reopened case.",low,code_exact,unresolved,supabase/data/restaurants_pending_manual_review.csv row restaurant_code=rest_0158 (latitude/longitude/google_place_id columns)
MA-064,QA-054,link,,rest_0158 La Paix -> hotel_153 Corinthia Grand Hotel Astoria Brussels,new_link_row (contingent on reopening),"(no link – restaurant not yet relocated as of this research)","hotel_restaurant_links row: hotel_code=hotel_153, restaurant_code=rest_0158, evidence=""operator announcement of move effective 15 Sep 2026''","lapaix.eu; La Libre / L'Echo / Brussels Times press coverage of the announced move","DO NOT CREATE THIS LINK YET. Per MA-064's own instruction and this research's confirmation that the move has not happened as of today (2026-08-07), the link should only be created after 15 Sep 2026, once the restaurant's reopened Corinthia address/coordinates/Place ID have been independently verified (not before, and not by reusing hotel_153's own Place ID for the restaurant).",medium,code_exact,unresolved,"supabase/data/hotel_restaurant_links.csv (new row, contingent on post-move verification)"
VERIFY-01,,restaurant,rest_0240,La Brezza (Arosa),michelin_stars,3,2,"guide.michelin.com La Brezza, Arosa listing (2025 and 2026 guide years, via WebSearch - direct WebFetch returned HTTP 403); tschuggencollection.ch own retrospective confirming second star added 2022, no third star ever mentioned","Full verification in verification/la_brezza_arosa_verification.md. Also affects DATABASE_ARCHITECTURE.md section 7 worked example (not edited, flagged for its next revision).",high,code_exact,proposed,supabase/data/restaurants_master.csv row restaurant_code=rest_0240
VERIFY-02,,restaurant,rest_0021,Central Park (Voorburg),latitude+longitude,"52.059,4.3463","52.069951,4.369563 (align to hotel_02)","Restaurant and hotel rows store the identical address string (""Oosteinde 14, 2271 EH Voorburg""); independent postcode-centroid lookup for 2271 via WebSearch gives 52.072,4.369, closely matching hotel_02 stored value, not rest_0021",Found during shared-Place-ID audit (verification/shared_place_id_audit.md) - same shared-Place-ID/mismatched-coordinate pattern as Chateau Neercanne (MA-069). Not independently geocoded to exact precision.,medium,code_exact,proposed,supabase/data/restaurants_master.csv row restaurant_code=rest_0021
VERIFY-02b,,restaurant,rest_0002,ABAC (Barcelona),latitude+longitude,"41.4145,2.1344","unable to verify - likely should align to hotel_537, not independently geocode-confirmed","Confirmed single-building property (Avinguda del Tibidabo, 1) via WebSearch of official/press sources; same shared-Place-ID pattern as Chateau Neercanne and Central Park (459.8m apart)",Found during shared-Place-ID audit (verification/shared_place_id_audit.md). Left unresolved rather than guessed which of the two stored coordinate pairs is correct.,low,code_exact,unresolved,supabase/data/restaurants_master.csv row restaurant_code=rest_0002
VERIFY-03a,QA-090,restaurant,,Torre del Saracino,new_row,(not in catalogue),"2 MICHELIN stars, Via Torretta 9, Vico Equense, Italy - coordinates/google_place_id not independently verified",guide.michelin.com Italia listing (via WebSearch); greatitalianchefs.com; torredelsaracino.it (own site) - chef Gennaro Esposito,"One of two restaurants confirming MA-051 was undercounted (see verification/italy_michelin_count_verification.csv) - the ticket described one missing name, this pass found two, plus a third misclassification (Tre Olivi).",high,code_exact,proposed,supabase/data/restaurants_master.csv (new row required)
VERIFY-03b,QA-090,restaurant,,Il Piccolo Principe,new_row,(not in catalogue),"2 MICHELIN stars, inside Grand Hotel Principe di Piemonte, Viareggio, Italy - coordinates/google_place_id not independently verified; hotel Key status not checked","guide.michelin.com Italia listing (via WebSearch); principedipiemonte.com own restaurant page - chef Giuseppe Mancino, first star 2008, second star 2014",Second of two restaurants confirming MA-051 was undercounted. Verify whether Grand Hotel Principe di Piemonte holds a MICHELIN Key before deciding property_name vs hotel_restaurants link treatment.,high,code_exact,proposed,supabase/data/restaurants_master.csv (new row required)
VERIFY-03c,QA-090,restaurant,rest_0394,Tre Olivi,michelin_stars,2,1,"guide.michelin.com Italia listing (via WebSearch) - explicitly notes some sources still cite an earlier 2-star period; reportergourmet.com confirms a 2-star period existed (""achieved 2 Michelin stars in 9 months"") before the current 2026 guide shows 1 star","QA-090's own note sourced the stored 2-star value from ""an earlier MICHELIN article"" - this is currency drift, not an import error. See verification/italy_michelin_count_verification.csv.",high,code_exact,proposed,supabase/data/restaurants_master.csv row restaurant_code=rest_0394
