year,rank,list_type,hotel_name,city,country,source_url,source_note
2025,91,extended_51_100,Suján Jawai,Jawai,India,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,92,extended_51_100,Soneva Secret,Maldives,Maldives,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,93,extended_51_100,The Johri,Jaipur,India,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,94,extended_51_100,Le Sirenuse,Positano,Italy,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,95,extended_51_100,Rosewood Mayakoba,Playa del Carmen,Mexico,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,96,extended_51_100,Maçakızı,Bodrum,Turkey,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,97,extended_51_100,Amangalla,Galle,Sri Lanka,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,98,extended_51_100,Amangiri,Canyon Point,USA,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,99,extended_51_100,Portrait Milano,Milan,Italy,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
2025,100,extended_51_100,Amanbagh,Ajabgarh,India,https://www.theworlds50best.com/stories/News/the-worlds-50-best-hotels-2025-the-51-100-list.html,Official primary source
